Source URL,Destination URL,Comments
http://sydney.edu.au/cet/ge16.shtml,http://sydney.edu.au/cet/ge16.html,Redirect already exists
http://sydney.edu.au/cet/university-pathways.shtml,http://sydney.edu.au/cet/university-english-pathways.html,Redirect already exists
http://sydney.edu.au/cet/professionalenglish.shtml,http://sydney.edu.au/cet/professional-pathways.html,Redirect already exists
http://sydney.edu.au/cet/business-english.shtml,http://sydney.edu.au/cet/business-english.html,Redirect already exists
http://sydney.edu.au/cet/general-english.shtml,http://sydney.edu.au/cet/general-english.html,Redirect already exists
http://sydney.edu.au/cet/itp.shtml,http://sydney.edu.au/cet/intensive-english-test-preparation.html,Redirect already exists
http://sydney.edu.au/cet/cambridge-english.shtml,http://sydney.edu.au/cet/cambridge-english.html,Redirect already exists
http://sydney.edu.au/cet/oet.shtml,http://sydney.edu.au/cet/occupational-english-test-preparation.html,Redirect already exists
http://sydney.edu.au/cet/terms.shtml,http://sydney.edu.au/cet/terms.html,Redirect already exists
